id,objective_id,title_en_GB
5050,3003,measure the area of the same surface several times with different units
5051,3003,which shape is the most suitable?
5052,3003,"which surface has more wood, the table-top or the window-sill?"
5053,3004,estimate comparative capacity of two containers by sight; check by measuring and discuss results
5054,3004,fill several containers using the same unit and arrange in order of capacity; discuss
5055,3004,make a collection of different-shaped containers that hold the same amount
5056,3005,ask the children to suggest reasons why some liquids are sold in a variety of different-sized or different-shaped cartons
5057,3005,"compare capacity of litre, half litre and quarter litre containers"
5058,3005,make collections of bottles of differing shapes but similar capacity
5059,3008,"measure using 10 cm rods, half-metre stick, metre stick, and trundle wheel"
5060,3008,"through counting and recording, explore relationship between metre and centimetre"
5061,3009,discuss which instrument is best for short objects and which is best for long objects
5062,3009,select and use units/instruments for measuring tasks
5063,3010,find the height of each child in a group
5064,3010,graph results
5065,3010,who is the shortest/tallest?
5066,3012,135 cents may be written as €1.35
5067,3014,"discuss the passing of time: 24 hours in a day, 7 days in a week, numbers of days in the month"
5068,3019,graph the weights of a group of children
5069,3019,how many kilograms do you weigh?
5070,3019,"measuring with pan balance, kitchen scales, bathroom scales"
5071,3020,"fill bags or containers with 1 kg of sand, flour, polystyrene strips, beads"
5072,3022,record using < > and =
5073,3023,e.g. using the calendar
5074,3024,estimate first and check by counting e.g. the number of marbles in a jar
5075,3024,estimate first and check by counting e.g. the number of marbles in a jar
5076,3026,fill in missing numbers on the hundred square
5077,3026,fill in missing numbers on the hundred square
5078,3026,state the number that comes before and after a random number
5079,3026,state the number that comes before and after a random number
5080,3027,discuss relationship between a half and a quarter
5081,3028,add multiples of 10 to numbers (45 + 20)
5082,3028,"emphasise addition of 10 to multiples of 10, to other numbers (36 + 10)"
5083,3028,estimate simple sums within 99
5084,3028,"record using notation boards, number lines, number sentences and algorithm"
5085,3028,use mental calculations
5086,3031,9 + 8 = 10 + 8 - 1 or 8 + 8 + 1 or 9 + 9 - 1
5087,3031,discuss different strategies for combining numbers:
5088,3031,memorise and record addition facts using strategies
5089,3032,10 + 10 + 10 + 10 + 10 = 50 sweets
5090,3032,10 sweets in a packet; how many in 5 packets?
5091,3032,"in practical situations, e.g. buying a number of identical articles"
5092,3036,discuss different strategies for subtracting numbers
5093,3037,use rounding strategies
5094,3039,"check answers using hundred square, number line or addition"
5095,3039,estimate difference using tens
5096,3039,written calculations after plenty of practical and mental calculations
5097,3041,"extend grouping and renaming activities to include the hundred, in tens"
5098,3041,"rename numbers as one hundred, tens and units"
5099,3041,"represent numbers using place value material: coins,number cards, word cards, number line"
5100,3044,look for examples of tiling in the environment
5101,3045,discuss the relationship between halves and quarters
5102,3046,note similarities and differences between shapes
5103,3047,dismantle boxes and examine constituent shapes
5104,3047,make prints with the surfaces of 3-D shapes and discuss results
5105,3051,investigate angles as corners; use a right angle made from card to 'measure' corners on 2-D shapes; discuss relate square corner to quarter turn
5106,3051,"investigate things that turn: door handles, wheels"
5107,3051,"make full, half and quarter turns in yard or hall"
5108,3053,explore and solve practical problems
5109,3053,pupils give instructions to other pupils
5110,3053,"take 2 steps forward, do a half turn, take 3 steps forward"
5111,3053,turning on the spot to face in different directions
5112,3053,"use mazes, grids, board games, computer"
5113,3054,collect and sort objects on the basis of symmetry
5114,3054,complete shapes or pictures symmetrically
5115,3054,"fold shapes in half, blob and fold paintings"
5116,3055,patterns or sequences of objects or shapes
5117,3055,"whole-number sequences (e.g. 54, 44, 34, or 1, 3, 9, 27)"
5118,3056,"group and count in twos, threes, fours ... tens on number line and hundred square"
5119,3056,patterns of odd and even numbers
5120,3056,recognise links within and between multiplication tables (e.g. links between 4 and 8 times tables)
5121,3056,"recognise number bonds through grouping; 17 + 3, 27 + 3, 37 + 3"
5122,3057,make patterns on the hundred square
5123,3058,400 - _ = 350
5124,3058,810 + 23 = __
5125,3059,3 + 7 = __
5126,3059,"Mary has three sweets, she gets seven more, how many has she now?"
5127,3060,collect data from the environment and record in tabular form
5128,3060,discuss strengths and limitations of the format used
5129,3060,represent data in appropriate format
5130,3060,use computer applications if available to organise and represent data
5131,3060,use simple scale in block graphs and bar charts
5132,3062,solve simple problems using data collected from own environment
5133,3063,counting non-standard square units
5134,3064,"use cartons, spoons, cups, jugs, plastic bottles and other common containers"
5135,3064,"use litre, 250 ml and 500 ml measuring containers"
5136,3064,"use tall, low, wide and narrow containers"
5137,3065,confine to totals that can be readily checked by measuring
5138,3066,estimate length and height without and with unit of measurement present measure to check estimates
5139,3066,"everyday objects, furniture, heights of children"
5140,3067,125 cm = 1 m 25 cm
5141,3068,confine to totals that can be readily checked by measuring
5142,3071,discuss movement of hands of clock or sand in hourglass as indicating passing of time
5143,3071,"place daily, weekly, monthly and annual events in sequence"
5144,3071,"refine and develop vocabulary of time; before/after, a long time ago, last year, last month, yesterday, immediately, soon, tomorrow, in a week's time, for a short/long time"
5145,3072,"school, bus, train, television schedules"
5146,3073,collect and record significant personal dates and dates in life of school and family
5147,3074,1/4 hour = 15 min = 3 x 5 min
5148,3074,construct simple clock face and relate intervals
5149,3074,"count in fives up and down number line, hundred square and clock face"
5150,3074,"discuss and record times of a variety of common events, school and home activities, television programmes"
5151,3076,1 1/2 hour = 1 hour 30 min = 90 min
5152,3076,70 min = 1 hour 10 min
5153,3076,confine work to five-minute intervals
5154,3077,practical problems that can be readily checked by measurement
5155,3078,"everyday objects, books, piles of copybooks lighter and heavier than 1 kg"
5156,3078,handle and compare objects as an aid to estimation
5157,3078,objects showing that there is no constant relationship between weight and size
5158,3079,confine to totals which can be readily checked by weighing
5159,3080,cut out tenths and/or 0.1 of regular shapes
5160,3080,express one tenth as 0.1
5161,3080,record using diagrams or charts
5162,3081,"draw a circle around the number with the greatest value: 0.5, 0.1, 0.7, 0.2"
5163,3084,"1/8 of a number = 6, find the number"
5164,3084,what is 1/4 of 12?
5165,3086,"1/4 of 32 = 8, 32/4 = 8"
5166,3087,construct and cut out simple fractions of regular shapes
5167,3087,record using diagrams or fraction charts
5168,3088,what fraction of a chart is coloured yellow/is not green?
5169,3089,check estimates
5170,3089,estimate sums and differences (rounding where necessary)
5171,3089,record using horizontal and vertical presentation
5172,3092,20 - 4 - 4 - 4 - 4 - 4 = 0
5173,3092,record using number sentences or vertically
5174,3092,"share a quantity in equal groups of 2, 3, ..."
5175,3093,9 is half of 18 (2 x 9 = 18)
5176,3093,use halves
5177,3093,use inverse of multiplication facts
5178,3094,20 ÷ 4 = 5
5179,3094,record using the division algorithm
5180,3094,represent division as number sentences
5181,3094,represent division as repeated subtraction
5182,3094,"rounding up or down, e.g. 44 divided by 12 is about 40 divided by 10"
5183,3094,use different strategies to estimate quotients and check answers
5184,3095,"estimate, discuss and record"
5185,3095,how many cars are needed to take 27 children to a game if only 4 children are allowed in each car?
5186,3095,problems based on the environment
5187,3096,** ** ** = ******
5188,3096,2 + 2 + 2 = 6
5189,3096,3 x 2 = 6
5190,3096,construct number sentences with concrete materials and record diagrammatically
5191,3096,count in steps on the number line or hundred square
5192,3096,"count sets of objects in twos, threes, fours etc. to tens"
5193,3096,record number sentences as 6 + 6 + 6 - 3 x 6 - 18
5194,3097,"2 x 9 = 18, 4 x 9 = 36, 8 x 9 = 72"
5195,3097,"3 x 4 = 12, 9 x 4 = 36"
5196,3097,"counting in 2, 3, 5 and 10"
5197,3097,"doubles, trebles"
5198,3098,"commutative property, e.g. 3 x 4 = 4 x 3"
5199,3098,"distributive property, e.g. 5 x 4 = (3 x 4) + (2 x 4)"
5200,3098,"use concrete materials, charts and illustrations to establish and record:"
5201,3098,"zero property, e.g. 5 x 0 = 0 and 0 x 7 = 0"
5202,3099,               x 7
5203,3099,"1 X 17 = 17, 10 X 53 = 530"
5204,3099,23 x 7 and 23
5205,3099,establish effect of multiplication by 1 and by 10
5206,3099,represent in horizontal and vertical form
5207,3099,"rounding up/down, e.g. 6 x 28 is near to 6 x 30"
5208,3099,use rounding to estimate products
5209,3100,how many days in 9 full weeks?
5210,3102,"grouping and swapping activities involving units, tens, hundreds using concrete materials, e.g. lollipop sticks, abacus, notation boards, base ten materials, money"
5211,3102,"significance of zero: 208, 420"
5212,3103,247: what is the value of 4 in this number?
5213,3103,identify and express numbers in expanded form; 246 = 2 hundreds + 4 tens + 6 units
5214,3103,identify and record numbers represented by money and abacus
5215,3103,order numbers on the number line or hundred square
5216,3103,what is the next number after 499?
5217,3103,which digit has the greatest value?
5218,3104,which number is nearer to 40: 29 or 79?
5219,3104,which number is nearer to 500: 432 or 567?
5220,3105,combine shapes to make patterns
5221,3105,cover surfaces with 2-D shapes that tessellate or do not tessellate
5222,3105,identify properties that facilitate or hinder tessellation
5223,3106,"use templates, stencils, geostrips, geoboards"
5224,3108,"buildings, road signs, printing, household objects"
5225,3111,trace around nets and cut out; use straws or pipe cleaners
5226,3112,identify constituent 2-D shapes by observation and deconstruction and compile a table of results
5227,3113,"number and shape of faces, number of edges and corners, ability to roll, slide or stack"
5228,3116,"classify and record angles as >, < or = to a right angle"
5229,3116,construct and use a right-angle measure to identify right angles in the environment and in2-D and 3-D shapes
5230,3117,discuss and describe lines in the environment
5231,3117,draw and label lines
5232,3117,use geostrips to construct vertical and horizontal lines
5233,3118,"clock hands and geostrip arms, by physically turning (clockwise/anti-clockwise), or on computer"
5234,3118,"form angles by opening books and doors, by rotating"
5235,3120,classify 2-D shapes according to their number of lines of symmetry
5236,3120,fold paper shapes or use a mirror to identify lines of symmetry
5237,3120,use fold lines to draw and record lines of symmetry
5238,3124,make patterns on the hundred square
5239,3125,3 + _ < 7 or 5 + _ > 8
5240,3125,discuss and record solutions for open number sentences
5241,3126,18 = 3 x _
5242,3126,Rita has 18 toy cars
5243,3126,She wants to arrange them in 3 rows
5244,3128,"draw a cube from a bag of two red, one blue and one yellow cube a number of times, replacing drawn cube each time; discuss results and record outcomes"
5245,3128,"toss a coin, roll a die ten or twenty times and record results"
5246,3131,use scales appropriate to the range of numbers for this level
5247,3132,"involving use of halves, thrids and quarters"
5248,3134,"use standard square units: sq. cm, sq. m (cm2, m2)"
5249,3135,"become familiar with major and minor markings on measuring containers (e.g. 100 ml markings, half l, quarter l )"
5250,3137,2 l 150 ml = 2150 ml = 2.15 l
5251,3137,250 ml = 0.25 l = 1/4 l
5252,3137,confine to examples requiring only two places of decimals
5253,3139,"instruments: rulers, tape measures, trundle wheel"
5254,3139,"lengths and heights of doors, corridors, school yard,paths, drives, playing-fields"
5255,3140,2 km 150 m = 2150 m = 2.15 km
5256,3140,25 cm = 0.25 m = quarter m
5257,3143,125 cents = €1.25 and €3.56 = 356 cents
5258,3151,3 hours 30 minutes = 2 hours 90 minutes - 1 hour 40 minutes = 1 hour 50 minutes
5259,3151,4 hours 45 minutes + 3 hours 25 minutes = 7 hours 70 min = 8 hours 10 minutes
5260,3151,add hours and minutes separately
5261,3151,practical problems that can be readily checked by measurement
5262,3151,rename minutes before substraction
5263,3152,"(e.g. 100 g markings, half kg, quarter kg)"
5264,3152,become familiar with major and minor markings on scales
5265,3152,"use and select from bathroom scales, kitchen scales, spring balance"
5266,3153,2 kg 250 g = 2250 g
5267,3154,250 g = 0.25 kg = quarter kg
5268,3154,confine to examples requiring only two places of decimals
5269,3158,3.45 = 3 + 0.4 + 0.05
5270,3160,"identify the number with the greatest value: 0.57, 0.01, 0.72, 0.25"
5271,3160,"what is the value of the 6 in the following? 4.65, 2.76, 6.05"
5272,3163,"3/10 of a number = 45, find the number"
5273,3165,3 = 1/2 of 6
5274,3166,construct and cut out simple fractions of regular shapes
5275,3166,record using diagrams or fraction charts
5276,3167,find 1/5 of 2500 metres
5277,3167,find 3/4 of a 1 metre piece of string
5278,3168,check estimates without and with a calculator
5279,3168,estimate sums and differences
5280,3170,use a calculator to develop problem-solving strategies and verify estimations
5281,3173,(37 tens divided by 6) and (2 units divided by 6)
5282,3173,372 divided by 6 may be seen as 37 tens + 2 units divided by 6
5283,3173,6 tens and (12 divided by 6) = 62
5284,3173,84 divided by 7 = (70 divided by 7) + (14 divided by 7)
5285,3173,"explore, understand and apply the distributive property of division"
5286,3173,using algorithm
5287,3173,using regrouping
5288,3174,"estimate, discuss and record"
5289,3174,how many small boxes of eggs (6 per box) can be filled from a crate containing 350 eggs?
5290,3175,338 divided by 7 is compatible with 350 divided by 7
5291,3175,using compatible numbers (i.e. numbers easily worked with an extension of basic facts)
5292,3178,"use concrete materials and charts to establish associative property, e.g. (3 x 4) x 5 = 3 x (4 x 5)"
5293,3179,222 (37 x 6)
5294,3179,26 x 37 = (20 x 37) + (6 x 37)
5295,3179,26X
5296,3179,37
5297,3179,740(37 x 20)
5298,3179,962 (total)
5299,3179,estimate products
5300,3179,record and calculate using long multiplication algorithm
5301,3179,represent multiplication in expanded form
5302,3180,34 children buy one packet of sweets per child each day
5303,3180,how many packets altogether do they buy in a month?
5304,3183,"grouping and swapping activities involving units, tens, hundreds and thousands using concrete materials and notation boards"
5305,3183,"significance of zero: 1078, 2005, 3620"
5306,3184,5000 + 600 + 80 + 3
5307,3184,"make as many numbers as you can from 3, 7, 0, 6"
5308,3184,"place in order, starting with the largest"
5309,3184,what is the value of the underlined 7 in 777_7?
5310,3184,write 5683 in expanded form
5311,3185,which number is nearer to 5000: 4328 or 5675?
5312,3186,combine shapes to make patterns and to make other shapes
5313,3186,create a tessellating pattern on squared paper
5314,3187,use ruler and set square
5315,3189,"hoardings, shop fronts, paving-stones"
5316,3192,construct from 2-D shapes
5317,3193,"e.g. use Plasticine, triangular prisms or suitable foods"
5318,3193,keep work exploratory and simple
5319,3196,identify the use of 3-D shapes in the environment
5320,3198,"acute, obtuse and right angles"
5321,3198,"perpendicular and oblique lines,"
5322,3199,use straws to construct oblique and perpendicular lines and diagonals in a square
5323,3202,"using examples from the environment, e.g. an open book, windows, gates"
5324,3203,"in drawings, on geoboard or pegboard where the fold is vertical, horizontal or diagonal"
5325,3204,"examine and discuss money affairs, video counters and calculator displays, sports reports, golf scores, temperature, sea level and lifts, leading to the need to distinguish between amounts above and below zero"
5326,3204,"pupils draw and label a thermometer, m"
5327,3204,record positive and negative numbers with + or -
5328,3204,refer to positive and negative numbers as 'positive seven' and 'negative three'
5329,3204,rewind a video tape
5330,3204,"signs raised e.g. + 7, - 3 (*Signs should be higher)"
5331,3205,25% of  ? = 15
5332,3205,3.5 x  ? =  14
5333,3205,75 - 43 = ?
5334,3206,28 / 4 = ?
5335,3206,a man has twenty-eight windows to clean; it takes him an hour to clean four; how long will it take him altogether?
5336,3206,construct number sentences to describe mathematically a given word problem
5337,3206,create number stories to describe a given number sentence
5338,3206,how many teams of four can the teacher make for relays from a class of twenty-eight children?
5339,3207,(10 + 4) + 7 = _
5340,3207,(3 x 4) + 5 = _
5341,3207,(8 - 1) + 4 = _
5342,3207,(8 divided by 2) + 2 = _
5343,3207,10 + (4 + 7) = _
5344,3207,12 x 6 + 3 = _
5345,3207,2.45 divided by 5 - 0.75 = _
5346,3207,3 x (4 + 5) = _
5347,3207,4 + 3 x 5 = _
5348,3207,8 - (1 + 4) = _
5349,3207,8 divided by (2 + 2) = _
5350,3207,96 divided by 8 - 12 = _
5351,3207,"establish the value of brackets, leading to the priority of multiplication and division over addition and subtraction"
5352,3207,explore these properties and rules without and with a calculator
5353,3207,"identify, discuss and compute expressions with brackets excluded"
5354,3207,"identify, discuss and compute expressions with brackets in a variety of positions"
5355,3207,what is the significance of starting operations at different points? e.g. 4 + 3 before 3 x 5 or vice versa in 4 + 3 x 5
5356,3207,what is the significance of the positions of the brackets?
5357,3208,"1, 4, 9, 16, 25, 36 ..."
5358,3208,"81, 27, 9 ... decreases by dividing by 3"
5359,3208,"identify and discuss rules for simple number sequences 2.0, 3.5, 5.0, 6.5 ... i.e. sequence increases by adding 1.5"
5360,3209,"blue       36,"
5361,3209,"cereal      number of pupils who prefer it,"
5362,3209,colour number of times drawn.
5363,3209,"corn flakes      19,"
5364,3209,"crispies            9,"
5365,3209,"data sets compiled from children's experiences (personal data, weather, sports) might be used; for example, a survey of favourite cereals might have produced the following table:"
5366,3209,discuss: is that what we expected?
5367,3209,green     64
5368,3209,"muesli              3,"
5369,3209,"perform the experiment (toss a coin, roll a die, draw a cube from a bag containing 3 blue and 6 green cubes ...) a large number of times (50-100 times)"
5370,3209,"porridge            4,"
5371,3209,"record the outcomes and use to construct a frequency table; for example, if drawing a cube from a bag as above, the table might be as follows:"
5372,3209,the likelihood that a pupil picked at random prefers corn flakes is estimated to be 19 in 35
5373,3209,this activity can be done in groups with each child or group throwing the die (or coin) 20 times and pooling the results
5374,3209,we estimate the likelihood of a blue cube to be 36 in 100 and that of a green cube to be 64 in 100
5375,3210,"if we toss a coin, say, 100 times, how many heads would we expect to get? a head has 50 chances in 100, or 1 chance in 2, of appearing; heads and tails are equally likely to occur if we roll a die: how often would we expect to get a 2? (1 chance in 6);eac"
5376,3211,discuss and list all possible outcomes of:
5377,3211,"drawing a cube from a bag containing blue, red and green cubes (blue cube, red cube, green cube)"
5378,3211,"rolling a die (1, 2, 3, 4, 5, 6)"
5379,3211,"tossing two coins (2 heads, 2 tails, head and tail)"
5380,3212,collect data from the environment in tabular form and represent in appropriate format
5381,3212,discuss and explore modes of representation
5382,3213,"compile lists of statistics from children's experiences e.g. personal data (height, age, hair colour) sports results (wins, losses, scores)"
5383,3213,"use data as source for representation, interpretation and setting problems"
5384,3214,calculate average by adding all the values and dividingby the number of items (use a calculator)
5385,3214,identify the most frequently occurring item in a data set
5386,3215,"examine and discuss class-based examples and interpret charts from newspapers, magazines and computergenerated charts"
5387,3216,solve problems based on data sets and representations used in class
5388,3216,what were the most popular buns at a cake sale?
5389,3217,choose appropriate measuring units:
5390,3217,square centimetres (smaller objects)
5391,3217,square metres (large objects or rooms)
5392,3219,determine by repeated experiments using rectangles with sides measured in whole centimetres and square units of one square centimetre
5393,3220,measure a wide variety of regular and irregular shapes using square units of one square centimetre and one square metre
5394,3221,"estimate and measure a large variety of objects, use appropriate measuring units"
5395,3221,"millilitres (cups), litres (watering-can)"
5396,3222,"choose measurement instruments appropriate to given tasks graduated jugs, litre containers or fractional litre containers"
5397,3223,"estimate and measure a large variety of objects and places, both outdoors and indoors: books, desks, corridors, driveways, playing-pitch sidelines"
5398,3223,how far can you throw a ball? jump? run in 20 seconds?
5399,3223,m (short distances) km (long distances)
5400,3223,mm (shorter objects) cm (longer objects)
5401,3223,use appropriate measuring units
5402,3225,metre stick for longer objects or distances
5403,3225,ruler for shorter objects
5404,3225,trundle wheel for distances
5405,3226,"calculate pay, based on hourly or daily rate"
5406,3226,calculate totals of shop bills
5407,3226,compare the cost of 6 apples costing 75 cents and 4 apples costing 50 cents
5408,3227,07:50 hours = 7:50 a.m.
5409,3227,10:30 p.m. = 22:30 hours
5410,3228,"bus, train, air, ship, films, theatre, school, class"
5411,3229,"estimate and measure a large variety of objects, use appropriate measuring units"
5412,3229,grams (pencils and copybooks)
5413,3229,kilograms (school bags and people)
5414,3230,"choose measurement instruments appropriate to given tasks, e.g. balance, kitchen scales, bathroom scales and spring balance"
5415,3231,"explore, compare and record using concrete materials and money"
5416,3231,order diagrammatically or on the number line
5417,3232,"calculate simple percentages, e.g. 50%, 25% 10%"
5418,3232,"express percentages as fractions and as decimals, and vice versa"
5419,3233,"10% off all jeans, 20% extra free"
5420,3233,include simple discount and increase examples
5421,3233,use diagrams; estimate and compute answers with a calculator
5422,3234,use equivalent fractions to simplify calculations
5423,3235,"explore, compare and record simple equivalence using concrete materials, paper folding, and fraction charts"
5424,3236,"establish equivalence by using concrete materials explore, compare and record simple improper fractions and mixed numbers diagrammatically, numerically and on the number line"
5425,3237,explore and compare using concrete materials
5426,3237,express as fractions and as decimals
5427,3238,"develop concepts with concrete materials, paper folding and fraction charts"
5428,3238,four X three quarters of a pizza is how many pizzas?
5429,3239,identify factors and multiples from basic multiplication facts
5430,3240,"define a composite number, i.e. a number that has more than two divisors, e.g. 4, 6, 9"
5431,3240,"define a prime number, i.e. a number greater than 1 with exactly two divisors, itself and 1"
5432,3240,identify and record composite numbers using number facts and/or a calculator
5433,3240,identify and record primes with Sieve of Eratosthenes
5434,3240,"identify simple prime numbers by trial and error, e.g. 2, 5, 7, 11"
5435,3240,investigate relationship with odd and even numbers
5436,3241,"construct diagrams on geoboards, pegboards and squared paper to illustrate simple square and rectangular numbers"
5437,3241,"explore, compare and record these numbers"
5438,3242,develop and extend the use of existing algorithms
5439,3243,75.6 divided by 4
5440,3243,"explore the concept of division of decimals with concrete materials, money and measurement"
5441,3243,extend the algorithm in conjunction with place value
5442,3244,develop the long division algorithm from repeated
5443,3244,explore the concept of division with concrete materials
5444,3244,subtraction and multiples of repeated subtraction
5445,3245,e.g. 450 x 9 = 4500 (estimation based on 450 x 10)
5446,3245,estimate calculations and compute answers with a calculator
5447,3245,"estimate first, then use calculator to get actual result"
5448,3245,"use strategies for estimation, e.g. front-end estimation, rounding, clustering, special numbers"
5449,3246,develop and extend the use of existing algorithms 8.125 x 9
5450,3247,extend previous conceptual and practical work to include larger numbers and decimals
5451,3248,extend previous conceptual and practical work to include larger numbers and decimals
5452,3249,round decimals to nearest whole number
5453,3249,"round whole numbers to nearest ten, hundred, thousand"
5454,3250,"explore, compare and record lines of symmetry in 2-D shapes"
5455,3251,draw using a compass
5456,3252,examine area by counting square units
5457,3252,explore and compare circles of various unit diameters
5458,3252,measure and identify the relationship of diameter to radius
5459,3255,make a specified shape with Tangram shapes
5460,3256,"name, explore and compare a wide variety of three and four-sided figures in terms of size and number of angles, type and number of sides e.g. trapezium, scalene triangle, regular hexagon"
5461,3257,construct 3-D shapes from nets
5462,3257,discuss and draw simple net including flaps where necessary
5463,3258,deconstruct 3-D shapes into nets; examine and discuss
5464,3258,"explore, compare and record the number of faces of 3-D shapes"
5465,3258,identify number of edges and vertices of 3-D shapes
5466,3258,name the shape of the faces
5467,3259,construct angles of various sizes using a protractor
5468,3259,estimate angle sizes and check by measuring with a protractor
5469,3259,measure and record a wide variety of angles using a protractor
5470,3260,calculate and record their sum
5471,3260,cut off the three corners of a paper triangle and put them together to make 180 degrees
5472,3260,examine and discuss results
5473,3260,measure the angles in a variety of triangles using a protractor
5474,3261,"examine, measure and record the angles (including the reflex angle) formed by the hands of a clock at a variety of different times"
5475,3261,"extend by using manipulatives, e.g. straws, lollipop sticks, Meccano, string, 360 degree protractor, LOGO computer language if available"
5476,3262,explore and compare a wide variety of angles and shapes
5477,3262,"measure and record angles as acute, obtuse, reflex or right angles, and determine the number of such angles in relation to common regular shapes"
5478,3263,+5 + -7 = ?
5479,3263,-8 + +2 = ?
5480,3263,-9 + -3 = ?
5481,3263,"add positive and negative numbers that arise contextually, e.g. a golfer's score over four rounds was 6 under par, 2 over par, 3 under par, and 1 under par; what was her final score relative to par?"
5482,3263,add simple positive and negative numbers by walking the number line and by counting on the class and personal number line
5483,3264,"walk the number line to experience positive and negative numbers that arise in discussion and/or in context, identify and mark positive and negative numbers on personal and class number lines"
5484,3265,10 x ? =  8 x 5
5485,3265,-3 + +6 = ? 
5486,3265,-4 + ? =+1
5487,3266,Peter cut a length of ribbon into five equal parts; each part was 30 cm long. How long was the ribbon before it was cut?
5488,3266,x / 5 =30
5489,3267,"2, 6, 12, 20, 30 ..."
5490,3267,"4:1, 8:2, 16:4 ..."
5491,3267,deduce and record rules for given number patterns
5492,3268,27 ? (36 ? 11) = 675
5493,3268,e.g. 37 ? 21 ? 23 = 800
5494,3268,use the calculator in exercises to find missing numerals and missing operator
5495,3269,identify and discuss simple formulae from other strands e.g. d = 2 x r; a = l x w
5496,3269,substitute values into formulae and into symbolic rules developed from number patterns
5497,3270,"1 head, 1 tail     52"
5498,3270,2 heads            20
5499,3270,2 tails               28
5500,3270,"discuss, is this what we expected?"
5501,3270,outcome      frequency
5502,3270,"perform the experiment (toss two coins, draw a cube from a bag containing a number of different-coloured cubes) a large number of times; larger numbers of throws can be achieved by using group work"
5503,3270,"pupils are given a bag and told it contains 10 cubes in 3 different colours; by drawing a cube repeatedly, say 50 times, and constructing a frequency table, they must estimate how many cubes of each colour there are in the bag"
5504,3270,"record the outcomes and use to construct a frequency table; for example, when tossing two coins, the table might look as follows:"
5505,3270,using two coins of different colours may help examine a table of school attendance for the class what is the chance of full attendance on any one day?
5506,3270,"we estimate the chance of 2 heads to be 20/100, that of 2 tails to be 28/100, that of one head and one tail to be 52/100:"
5507,3270,what is the chance of more than 20% of the class being absent on any one day?
5508,3271,"what if the bag contains 5 red, 5 blue and 5 green cubes? or 3 red, 6 blue and 6 green?"
5509,3271,"when drawing a cube from a bag containing 3 red and 6 blue cubes, a blue cube has 6 chances in 9 of occurring and thus has a probability of 6-9 or 2-3 ; the probability of drawing a red cube is 3/9 or 1/3"
5510,3271,"when rolling a die, each outcome has a 1 in 6 chance of occurring -- therefore the likelihood is 1/6"
5511,3271,"when tossing a coin, a head has 1 chance in 2 of occurring; thus the  ikelihood of a head is 1 in 2, or 1-2 or 50%, similarly for a tail"
5512,3272,discuss and list all possible outcomes of:
5513,3272,rolling two dice and calculating the total
5514,3272,"selecting two numbers at random from the numbers 1, 2, 3, 4, 5 (ten possibilities)"
5515,3273,"draw a cube from a bag containing, for example, 4 blue cubes and 8 red cubes a number of times, replacing the drawn cube each time; discuss results"
5516,3273,toss a coin ten or twenty times and record results
5517,3274,examine and discuss the likelihood of occurrence of simple events and order from least likely to most likely
5518,3274,Our school will be closed next Monday
5519,3274,The sun will shine for two hours tomorrow
5520,3274,The teacher will fall asleep at 11 o'clock today
5521,3276,sales or rainfall per month
5522,3277,"compile lists of statistics from children's experiences e.g. personal data (height, age, hair colour) sports results (wins, losses, scores)"
5523,3277,"use data as source for representation, interpretation and setting problems"
5524,3278,compare calculated averages with the most frequently occurring items
5525,3278,identify the most frequently occurring item in a data set
5526,3279,e.g. height or weight in relation to age
5527,3281,"fields, large playgrounds, car parks"
5528,3282,circles: calculate by counting squares only
5529,3282,"estimate and calculate area of shapes, and check by measuring with square centimetre units"
5530,3283,extend to finding area of room plans (rectangular)
5531,3283,extend to using scale to find area of rooms from plans
5532,3283,measure and calculate area of rectangular shapes by partitioning into rectangles and combining individual areas
5533,3284,"explore and compare areas of one, four, twenty-five and one hundred square centimetres to establish relationships"
5534,3285,measure 3-D surfaces by measuring individual 2-D faces or by extending into nets
5535,3286,construct rectangles of constant perimeter with varying areas
5536,3287,fill a cuboid container with unit cubes and count
5537,3287,fill a cuboid container with water and measure capacity in litres
5538,3288,625 ml = 5 eighths of a litre = 0.625 l
5539,3288,8 l 253 ml = 8 253/1000 l = 8.253 l
5540,3288,express results as fractions or decimals of appropriate metric unit
5541,3288,rename measurements of appropriate metric units
5542,3291,1 m 11 cm = 1 11/100m = 1.11 m
5543,3291,233 m = 233/1000km = 0.233 km
5544,3291,rename measurements of appropriate metric units; express results as fractions and decimal fractions of appropriate metric units
5545,3293,identify given scale on a map or plan and draw items to a larger or smaller scale
5546,3294,calculate major currency equivalents for basic sums of euro
5547,3294,convert sums of money in other currencies to euro equivalents
5548,3294,identify and discuss exchange rates from newspaper
5549,3295,"calculate sale prices, e.g. 10% discount, 20% VAT added"
5550,3296,calculate time differences between Ireland and other countries
5551,3296,identify and discuss the need for time zones
5552,3297,"measure, using a stop-watch, the time taken for short journeys to be completed or short distances to be covered and compile database to examine averages"
5553,3298,4 kg 45 g = 4 45/1000kg= 4.045 kg
5554,3298,750g = 3/4kg = 0.75 kg
5555,3298,express results as fractions or decimals of appropriate metric units
5556,3298,rename measurements of appropriate metric units
5557,3302,express quantities as percentages
5558,3303,common denominator should be found by listing multiples
5559,3304,order equivalent fractions on the number line and on fraction charts
5560,3305,2 divided by one quarter 4 ; 15 divided by one fifth 5
5561,3305,how many quarters in 2?
