english,irish
"acquire some knowledge of the major personalities, events or developments in these periods",roinnt eolais a shealbhú ar na daoine nó ar na himeachtaí ba mhó le rá sna tréimhsí sin
acquire insights into the attitudes and actions of people in contemporary Ireland,léargas a fháil ar dhearcadh agus ar ghníomhartha daoine in Éirinn na linne seo
"explore, discuss, compare and develop some simple understanding of the attitudes, beliefs, motivations and actions of differing individuals and groups of people in the past","dearcadh, creideamh, inspreagadh agus gníomhartha daoine agus grúpaí éagsúla san am atá thart a iniúchadh, a phlé agus a chur i gcomparáid le chéile agus tuiscint shimplí orthu a fhorbairt"
engage in simple studies of some of the more important aspects of periods in which political changes or movements have had an important influence on the lives of people in Ireland,staidéar simplí a dhéanamh ar chuid de na gnéithe is tábhachtaí de na tréimhsí inar tharla athruithe nó gluaiseachtaí polaitiúla a raibh tionchar tábhachtach acu ar shaol daoine in Éirinn
"develop a growing sense of personal, national, European and wider identities","tuiscint a fhorbairt d'fhéiniúlacht phearsanta, náisiúnta agus Eorpach, mar aon le féiniúlacht níos leithne"
begin to develop some appreciation of the ÔÇÿmind-setÔÇÖ of former generations,tosú a theacht ar thuiscint ar leagan amach agus dearcadh na nglún a chuaigh romhainn
"acquire some knowledge of the major personalities, events or developments in these periods",roinnt eolais a shealbhú ar na daoine nó ar na himeachtaí ba mhó le rá sna tréimhsí sin
acquire insights into the attitudes and actions of people in contemporary Ireland,léargas a fháil ar dhearcadh agus ar ghníomhartha daoine in Éirinn na linne seo
"explore, discuss, compare and develop some simple understanding of the attitudes, beliefs, motivations and actions of differing individuals and groups of people in the past","dearcadh, creideamh, inspreagadh agus gníomhartha daoine agus grúpaí éagsúla san am atá thart a iniúchadh, a phlé agus a chur i gcomparáid le chéile agus tuiscint shimplí orthu a fhorbairt"
engage in simple studies of some of the more important aspects of periods in which political changes or movements have had an important influence on the lives of people in Ireland,staidéar simplí a dhéanamh ar chuid de na gnéithe is tábhachtaí de na tréimhsí inar tharla athruithe nó gluaiseachtaí polaitiúla a raibh tionchar tábhachtach acu ar shaol daoine in Éirinn
"develop a growing sense of personal, national, European and wider identities","tuiscint a fhorbairt d'fhéiniúlacht phearsanta, náisiúnta agus Eorpach, mar aon le féiniúlacht níos leithne"
begin to develop some appreciation of the ÔÇÿmind-setÔÇÖ of former generations,tosú a theacht ar thuiscint ar leagan amach agus dearcadh na nglún a chuaigh romhainn
"acquire some knowledge of the major personalities, events or developments in these periods",roinnt eolais a shealbhú ar na daoine nó ar na himeachtaí ba mhó le rá sna tréimhsí sin
acquire insights into the attitudes and actions of people in contemporary Ireland,léargas a fháil ar dhearcadh agus ar ghníomhartha daoine in Éirinn na linne seo
"explore, discuss, compare and develop some simple understanding of the attitudes, beliefs, motivations and actions of differing individuals and groups of people in the past","dearcadh, creideamh, inspreagadh agus gníomhartha daoine agus grúpaí éagsúla san am atá thart a iniúchadh, a phlé agus a chur i gcomparáid le chéile agus tuiscint shimplí orthu a fhorbairt"
engage in simple studies of some of the more important aspects of periods in which political changes or movements have had an important influence on the lives of people in Ireland,staidéar simplí a dhéanamh ar chuid de na gnéithe is tábhachtaí de na tréimhsí inar tharla athruithe nó gluaiseachtaí polaitiúla a raibh tionchar tábhachtach acu ar shaol daoine in Éirinn
"develop a growing sense of personal, national, European and wider identities","tuiscint a fhorbairt d'fhéiniúlacht phearsanta, náisiúnta agus Eorpach, mar aon le féiniúlacht níos leithne"
begin to develop some appreciation of the ÔÇÿmind-setÔÇÖ of former generations,tosú a theacht ar thuiscint ar leagan amach agus dearcadh na nglún a chuaigh romhainn
"acquire some knowledge of the major personalities, events or developments in these periods",roinnt eolais a shealbhú ar na daoine nó ar na himeachtaí ba mhó le rá sna tréimhsí sin
acquire insights into the attitudes and actions of people in contemporary Ireland,léargas a fháil ar dhearcadh agus ar ghníomhartha daoine in Éirinn na linne seo
"explore, discuss, compare and develop some simple understanding of the attitudes, beliefs, motivations and actions of differing individuals and groups of people in the past","dearcadh, creideamh, inspreagadh agus gníomhartha daoine agus grúpaí éagsúla san am atá thart a iniúchadh, a phlé agus a chur i gcomparáid le chéile agus tuiscint shimplí orthu a fhorbairt"
engage in simple studies of some of the more important aspects of periods in which political changes or movements have had an important influence on the lives of people in Ireland,staidéar simplí a dhéanamh ar chuid de na gnéithe is tábhachtaí de na tréimhsí inar tharla athruithe nó gluaiseachtaí polaitiúla a raibh tionchar tábhachtach acu ar shaol daoine in Éirinn
"develop a growing sense of personal, national, European and wider identities","tuiscint a fhorbairt d'fhéiniúlacht phearsanta, náisiúnta agus Eorpach, mar aon le féiniúlacht níos leithne"
begin to develop some appreciation of the ÔÇÿmind-setÔÇÖ of former generations,tosú a theacht ar thuiscint ar leagan amach agus dearcadh na nglún a chuaigh romhainn
"acquire some knowledge of the major personalities, events or developments in these periods",roinnt eolais a shealbhú ar na daoine nó ar na himeachtaí ba mhó le rá sna tréimhsí sin
acquire insights into the attitudes and actions of people in contemporary Ireland,léargas a fháil ar dhearcadh agus ar ghníomhartha daoine in Éirinn na linne seo
"explore, discuss, compare and develop some simple understanding of the attitudes, beliefs, motivations and actions of differing individuals and groups of people in the past","dearcadh, creideamh, inspreagadh agus gníomhartha daoine agus grúpaí éagsúla san am atá thart a iniúchadh, a phlé agus a chur i gcomparáid le chéile agus tuiscint shimplí orthu a fhorbairt"
engage in simple studies of some of the more important aspects of periods in which political changes or movements have had an important influence on the lives of people in Ireland,staidéar simplí a dhéanamh ar chuid de na gnéithe is tábhachtaí de na tréimhsí inar tharla athruithe nó gluaiseachtaí polaitiúla a raibh tionchar tábhachtach acu ar shaol daoine in Éirinn
"develop a growing sense of personal, national, European and wider identities","tuiscint a fhorbairt d'fhéiniúlacht phearsanta, náisiúnta agus Eorpach, mar aon le féiniúlacht níos leithne"
begin to develop some appreciation of the ÔÇÿmind-setÔÇÖ of former generations,tosú a theacht ar thuiscint ar leagan amach agus dearcadh na nglún a chuaigh romhainn
"acquire some knowledge of the major personalities, events or developments in these periods",roinnt eolais a shealbhú ar na daoine nó ar na himeachtaí ba mhó le rá sna tréimhsí sin
acquire insights into the attitudes and actions of people in contemporary Ireland,léargas a fháil ar dhearcadh agus ar ghníomhartha daoine in Éirinn na linne seo
use documentary and other sources,úsáid a bhaint as foinsí scríofa agus as foinsí eile
study the development of the school over a period,staidéar a dhéanamh ar fhorbairt na scoile thar thréimhse
relate the history of the school to the history of education in the parish or local area,stair na scoile a cheangal le stair an oideachais sa pharóiste nó sa cheantar áitiúil
explore the history of the school in the wider context of educational development in Ireland,stair na scoile a iniúchadh i gcomhthéacs fhorbairt an oideachais in Éirinn
use evidence which is more diverse and more complex than heretofore,fianaise níos casta agus níos ilghnéithí ná í sin a úsáideadh roimhe seo a úsáid
"study a period or periods in the history of the local village, town, city area, townland, parish or county; in fifth and sixth classes children should study periods not already covered in third and fourth classes","staidéar a dhéanamh ar thréimhse nó ar thréimhsí i stair an tsráidbhaile, an bhaile mhóir, cheantar na cathrach, an bhaile fhearainn, an pharóiste nó an chontae; i ranganna 5 agus 6 ba chóir go ndéanfadh na páistí staidéar ar thréimhsí nár clúdaíodh chean"
"collect local ballads, stories and traditions relating to these events","bailéid, scéalta agus traidisiúin de chuid na háite a mbeadh baint acu leis na himeachtaí seo a bhailiú"
"become familiar with impor tant events in the history of the locality, setting local figures or events in the national and international context where relevant. In addition to the developments suggested for this unit in third and fourth classes, suitable","eolas a chur ar imeachtaí tábhachtacha i stair na háite, ag ceangal pearsana nó imeachtaí áitiúla leis an gcomhthéacs náisiúnta de réir mar a thagann sin i gceist. D'fhéadfadh na topaicí seo thíos bheith feiliúnach chomh maith leo sin a moladh do na meánr"
investigate local and/or regional variations or similarities in building styles and materials,éagsúlachtaí nó cosúlachtaí áitiúla nó réigiúnda sa stíl tógála nó sna hábhair thógála a fhiosrú
investigate links between the age of houses and their location,aon cheangal a bheadh idir aois tithe agus an láthair ar a bhfuil siad suite a fhiosrú
compare and classify a range of homes in the area (ideally homes from a variety of periods),áitribh éagsúla sa cheantar a chur i gcomparáid le chéile agus a chlárú (áitribh ó thréimhsí éagsúla ab fhearr)
"collect, study and classify domestic artefacts",earraí nó lámhdhéantúsáin tí a bhailiú agus a thaifeadadh agus staidéar a dhéanamh orthu
explore aspects of the leisure interests and games of local people in the past,gnéithe de spéiseanna fóillíochta agus de chluichí mhuintir na háite san am atá thart a iniúchadh
become familiar with aspects of the history of games in the locality,eolas a chur ar ghnéithe de stair cluichí sa cheantar
"explore, discuss and record some of the ceremonies, stories, legends, poetry, music, dances and games associated with these feasts and festivals","searmanais, scéalta, finscéalta, filíocht, ceol, damhsaí agus cluichí a bhaineann leis na féilte sin a iniúchadh, a phlé, agus a thaifeadadh"
become familiar with the origins and traditions associated with a range of festivals in Ireland and other countries,eolas a chur ar bhunús raonta d'fhéilte in Éirinn agus i dtíortha eile agus ar na traidisiúin a bhaineann leo
present findings using a variety of media and appropriate timelines,"torthaí fionnachtana a chur i láthair, ag baint leasa as meáin éagsúla agus línte ama cuí"
investigate various aspects of these sites,gnéithe éagsúla de na láithreáin sin a imscrúdú
identify opportunities to become involved in enhancing and protecting the environmental features,bealaí a aithint a bhféadfaí páirt a ghlacadh san iarracht gnéithe den timpeallacht a chosaint agus a fheabhsú
actively explore some features of the local environment; suitable items or places might include,gnéithe den timpeallacht áitiúil a iniúchadh go gníomhach; d'fhéadfaí a leithéidí seo a leanas a chur san áireamh:
record the place of peoples and events on appropriate timelines,ionaid daoine agus imeachtaí a thaifeadadh ar línte ama feiliúnacha?
"examine and become familiar with evidence which informs us about the lives of people in the periods studied, their thoughts and concerns, especially evidence which may be found locally","fianaise a thugann eolas dúinn faoi shaol daoine sna tréimhsí a mbeadh staidéar á dhéanamh orthu, faoina gcuid smaointe agus faoina n-ábhair bhuartha a scrúdú agus eolas a chur uirthi, go háirithe fianaise a bheadh le fáil go háitiúil"
become familiar with aspects of the lives of these people,eolas a chur ar ghnéithe de shaol na ndaoine sin
record the place of peoples and events on appropriate timelines,ionaid daoine agus imeachtaí a thaifeadadh ar línte ama feiliúnacha?
"examine and become familiar with evidence which informs us about the lives of people in the periods studied, their thoughts and concerns, especially evidence which may be found locally","fianaise a thugann eolas dúinn faoi shaol daoine sna tréimhsí a mbeadh staidéar á dhéanamh orthu, faoina gcuid smaointe agus faoina n-ábhair bhuartha a scrúdú agus eolas a chur uirthi, go háirithe fianaise a bheadh le fáil go háitiúil"
become familiar with aspects of the lives of these people,eolas a chur ar ghnéithe de shaol na ndaoine sin
record the place of peoples and events on appropriate timelines,ionaid daoine agus imeachtaí a thaifeadadh ar línte ama feiliúnacha?
"examine and become familiar with evidence which informs us about the lives of people in the periods studied, their thoughts and concerns, especially evidence which may be found locally","fianaise a thugann eolas dúinn faoi shaol daoine sna tréimhsí a mbeadh staidéar á dhéanamh orthu, faoina gcuid smaointe agus faoina n-ábhair bhuartha a scrúdú agus eolas a chur uirthi, go háirithe fianaise a bheadh le fáil go háitiúil"
become familiar with aspects of the lives of these people,eolas a chur ar ghnéithe de shaol na ndaoine sin
record the place of peoples and events on appropriate timelines,ionaid daoine agus imeachtaí a thaifeadadh ar línte ama feiliúnacha?
"examine and become familiar with evidence which informs us about the lives of people in the periods studied, their thoughts and concerns, especially evidence which may be found locally","fianaise a thugann eolas dúinn faoi shaol daoine sna tréimhsí a mbeadh staidéar á dhéanamh orthu, faoina gcuid smaointe agus faoina n-ábhair bhuartha a scrúdú agus eolas a chur uirthi, go háirithe fianaise a bheadh le fáil go háitiúil"
become familiar with aspects of the lives of these people,eolas a chur ar ghnéithe de shaol na ndaoine sin
record the place of peoples and events on appropriate timelines,ionaid daoine agus imeachtaí a thaifeadadh ar línte ama feiliúnacha?
"examine and become familiar with evidence which informs us about the lives of people in the periods studied, their thoughts and concerns, especially evidence which may be found locally","fianaise a thugann eolas dúinn faoi shaol daoine sna tréimhsí a mbeadh staidéar á dhéanamh orthu, faoina gcuid smaointe agus faoina n-ábhair bhuartha a scrúdú agus eolas a chur uirthi, go háirithe fianaise a bheadh le fáil go háitiúil"
become familiar with aspects of the lives of these people,eolas a chur ar ghnéithe de shaol na ndaoine sin
record the place of peoples and events on appropriate timelines,ionaid daoine agus imeachtaí a thaifeadadh ar línte ama feiliúnacha?
"examine and become familiar with evidence which informs us about the lives of people in the periods studied, their thoughts and concerns, especially evidence which may be found locally","fianaise a thugann eolas dúinn faoi shaol daoine sna tréimhsí a mbeadh staidéar á dhéanamh orthu, faoina gcuid smaointe agus faoina n-ábhair bhuartha a scrúdú agus eolas a chur uirthi, go háirithe fianaise a bheadh le fáil go háitiúil"
become familiar with aspects of the lives of these people,eolas a chur ar ghnéithe de shaol na ndaoine sin
record the place of peoples and events on appropriate timelines,ionaid daoine agus imeachtaí a thaifeadadh ar línte ama feiliúnacha?
"examine and become familiar with evidence which informs us about the lives of people in the periods studied, their thoughts and concerns, especially evidence which may be found locally","fianaise a thugann eolas dúinn faoi shaol daoine sna tréimhsí a mbeadh staidéar á dhéanamh orthu, faoina gcuid smaointe agus faoina n-ábhair bhuartha a scrúdú agus eolas a chur uirthi, go háirithe fianaise a bheadh le fáil go háitiúil"
become familiar with aspects of the lives of these people,eolas a chur ar ghnéithe de shaol na ndaoine sin
record the place of peoples and events on appropriate timelines,ionaid daoine agus imeachtaí a thaifeadadh ar línte ama feiliúnacha?
"examine and become familiar with evidence which informs us about the lives of people in the periods studied, their thoughts and concerns, especially evidence which may be found locally","fianaise a thugann eolas dúinn faoi shaol daoine sna tréimhsí a mbeadh staidéar á dhéanamh orthu, faoina gcuid smaointe agus faoina n-ábhair bhuartha a scrúdú agus eolas a chur uirthi, go háirithe fianaise a bheadh le fáil go háitiúil"
become familiar with aspects of these periods,eolas a chur ar ghnéithe de na tréimhsí seo
record the place of peoples and events on appropriate timelines,ionaid daoine agus imeachtaí a thaifeadadh ar línte ama feiliúnacha?
"examine and become familiar with evidence which informs us about the lives of people in the periods studied, their thoughts and concerns, especially evidence which may be found locally","fianaise a thugann eolas dúinn faoi shaol daoine sna tréimhsí a mbeadh staidéar á dhéanamh orthu, faoina gcuid smaointe agus faoina n-ábhair bhuartha a scrúdú agus eolas a chur uirthi, go háirithe fianaise a bheadh le fáil go háitiúil"
become familiar with aspects of these periods,eolas a chur ar ghnéithe de na tréimhsí seo
record the place of peoples and events on appropriate timelines,ionaid daoine agus imeachtaí a thaifeadadh ar línte ama feiliúnacha?
"examine and become familiar with evidence which informs us about the lives of people in the periods studied, their thoughts and concerns, especially evidence which may be found locally","fianaise a thugann eolas dúinn faoi shaol daoine sna tréimhsí a mbeadh staidéar á dhéanamh orthu, faoina gcuid smaointe agus faoina n-ábhair bhuartha a scrúdú agus eolas a chur uirthi, go háirithe fianaise a bheadh le fáil go háitiúil"
become familiar with aspects of these periods,eolas a chur ar ghnéithe de na tréimhsí seo
record the place of peoples and events on appropriate timelines,ionaid daoine agus imeachtaí a thaifeadadh ar línte ama feiliúnacha?
"examine and become familiar with evidence which informs us about the lives of people in the periods studied, their thoughts and concerns, especially evidence which may be found locally","fianaise a thugann eolas dúinn faoi shaol daoine sna tréimhsí a mbeadh staidéar á dhéanamh orthu, faoina gcuid smaointe agus faoina n-ábhair bhuartha a scrúdú agus eolas a chur uirthi, go háirithe fianaise a bheadh le fáil go háitiúil"
become familiar with aspects of these periods,eolas a chur ar ghnéithe de na tréimhsí seo
record the place of peoples and events on appropriate timelines,ionaid daoine agus imeachtaí a thaifeadadh ar línte ama feiliúnacha?
"examine and become familiar with evidence which informs us about the lives of people in the periods studied, their thoughts and concerns, especially evidence which may be found locally","fianaise a thugann eolas dúinn faoi shaol daoine sna tréimhsí a mbeadh staidéar á dhéanamh orthu, faoina gcuid smaointe agus faoina n-ábhair bhuartha a scrúdú agus eolas a chur uirthi, go háirithe fianaise a bheadh le fáil go háitiúil"
become familiar with aspects of these periods,eolas a chur ar ghnéithe de na tréimhsí seo
record the place of peoples and events on appropriate timelines,ionaid daoine agus imeachtaí a thaifeadadh ar línte ama feiliúnacha?
"examine and become familiar with evidence which informs us about the lives of people in the periods studied, their thoughts and concerns, especially evidence which may be found locally","fianaise a thugann eolas dúinn faoi shaol daoine sna tréimhsí a mbeadh staidéar á dhéanamh orthu, faoina gcuid smaointe agus faoina n-ábhair bhuartha a scrúdú agus eolas a chur uirthi, go háirithe fianaise a bheadh le fáil go háitiúil"
become familiar with aspects of these periods,eolas a chur ar ghnéithe de na tréimhsí seo
record the place of peoples and events on appropriate timelines,ionaid daoine agus imeachtaí a thaifeadadh ar línte ama feiliúnacha?
"examine and become familiar with evidence which informs us about the lives of people in the periods studied, their thoughts and concerns, especially evidence which may be found locally","fianaise a thugann eolas dúinn faoi shaol daoine sna tréimhsí a mbeadh staidéar á dhéanamh orthu, faoina gcuid smaointe agus faoina n-ábhair bhuartha a scrúdú agus eolas a chur uirthi, go háirithe fianaise a bheadh le fáil go háitiúil"
become familiar with aspects of these periods,eolas a chur ar ghnéithe de na tréimhsí seo
record the place of peoples and events on appropriate timelines,ionaid daoine agus imeachtaí a thaifeadadh ar línte ama feiliúnacha?
"examine and become familiar with evidence which informs us about the lives of people in the periods studied, their thoughts and concerns, especially evidence which may be found locally","fianaise a thugann eolas dúinn faoi shaol daoine sna tréimhsí a mbeadh staidéar á dhéanamh orthu, faoina gcuid smaointe agus faoina n-ábhair bhuartha a scrúdú agus eolas a chur uirthi, go háirithe fianaise a bheadh le fáil go háitiúil"
become familiar with aspects of these periods,eolas a chur ar ghnéithe de na tréimhsí seo
record the place of peoples and events on appropriate timelines,ionaid daoine agus imeachtaí a thaifeadadh ar línte ama feiliúnacha?
"examine and become familiar with evidence which informs us about the lives of people in the periods studied, their thoughts and concerns, especially evidence which may be found locally","fianaise a thugann eolas dúinn faoi shaol daoine sna tréimhsí a mbeadh staidéar á dhéanamh orthu, faoina gcuid smaointe agus faoina n-ábhair bhuartha a scrúdú agus eolas a chur uirthi, go háirithe fianaise a bheadh le fáil go háitiúil"
become familiar with aspects of these periods,eolas a chur ar ghnéithe de na tréimhsí seo
record the place of these peoples on appropriate timelines,ionad na bpobal seo a thaifeadadh ar línte ama cuí
"examine critically, and become familiar with, evidence we have which tells us about these people, especially evidence of these people which may be found locally and in Ireland, where appropriate","eolas a chur ar an bhfianaise a insíonn dúinn faoi na pobail seo, go háirithe aon fhianaise fúthu atá ar fáil go háitiúil agus in Éirinn más cuí, agus an fhianaise sin a scrúdú go criticiúil"
become familiar with some aspects of the lives of these peoples,eolas a chur ar roinnt gnéithe de shaol na ndaoine seo
record the place of these peoples on appropriate timelines,ionad na bpobal seo a thaifeadadh ar línte ama cuí
"examine critically, and become familiar with, evidence we have which tells us about these people, especially evidence of these people which may be found locally and in Ireland, where appropriate","eolas a chur ar an bhfianaise a insíonn dúinn faoi na pobail seo, go háirithe aon fhianaise fúthu atá ar fáil go háitiúil agus in Éirinn más cuí, agus an fhianaise sin a scrúdú go criticiúil"
become familiar with some aspects of the lives of these peoples,eolas a chur ar roinnt gnéithe de shaol na ndaoine seo
record the place of these peoples on appropriate timelines,ionad na bpobal seo a thaifeadadh ar línte ama cuí
"examine critically, and become familiar with, evidence we have which tells us about these people, especially evidence of these people which may be found locally and in Ireland, where appropriate","eolas a chur ar an bhfianaise a insíonn dúinn faoi na pobail seo, go háirithe aon fhianaise fúthu atá ar fáil go háitiúil agus in Éirinn más cuí, agus an fhianaise sin a scrúdú go criticiúil"
become familiar with some aspects of the lives of these peoples,eolas a chur ar roinnt gnéithe de shaol na ndaoine seo
record the place of these peoples on appropriate timelines,ionad na bpobal seo a thaifeadadh ar línte ama cuí
"examine critically, and become familiar with, evidence we have which tells us about these people, especially evidence of these people which may be found locally and in Ireland, where appropriate","eolas a chur ar an bhfianaise a insíonn dúinn faoi na pobail seo, go háirithe aon fhianaise fúthu atá ar fáil go háitiúil agus in Éirinn más cuí, agus an fhianaise sin a scrúdú go criticiúil"
become familiar with some aspects of the lives of these peoples,eolas a chur ar roinnt gnéithe de shaol na ndaoine seo
record the place of these peoples on appropriate timelines,ionad na bpobal seo a thaifeadadh ar línte ama cuí
"examine critically, and become familiar with, evidence we have which tells us about these people, especially evidence of these people which may be found locally and in Ireland, where appropriate","eolas a chur ar an bhfianaise a insíonn dúinn faoi na pobail seo, go háirithe aon fhianaise fúthu atá ar fáil go háitiúil agus in Éirinn más cuí, agus an fhianaise sin a scrúdú go criticiúil"
become familiar with some aspects of the lives of these peoples,eolas a chur ar roinnt gnéithe de shaol na ndaoine seo
record the place of these peoples on appropriate timelines,ionad na bpobal seo a thaifeadadh ar línte ama cuí
"examine critically, and become familiar with, evidence we have which tells us about these people, especially evidence of these people which may be found locally and in Ireland, where appropriate","eolas a chur ar an bhfianaise a insíonn dúinn faoi na pobail seo, go háirithe aon fhianaise fúthu atá ar fáil go háitiúil agus in Éirinn más cuí, agus an fhianaise sin a scrúdú go criticiúil"
become familiar with some aspects of the lives of these peoples,eolas a chur ar roinnt gnéithe de shaol na ndaoine seo
record the place of these peoples on appropriate timelines,ionad na bpobal seo a thaifeadadh ar línte ama cuí
"examine critically, and become familiar with, evidence we have which tells us about these people, especially evidence of these people which may be found locally and in Ireland, where appropriate","eolas a chur ar an bhfianaise a insíonn dúinn faoi na pobail seo, go háirithe aon fhianaise fúthu atá ar fáil go háitiúil agus in Éirinn más cuí, agus an fhianaise sin a scrúdú go criticiúil"
become familiar with some aspects of the lives of these peoples,eolas a chur ar roinnt gnéithe de shaol na ndaoine seo
record the place of these peoples on appropriate timelines,ionad na bpobal seo a thaifeadadh ar línte ama cuí
"examine critically, and become familiar with, evidence we have which tells us about these people, especially evidence of these people which may be found locally and in Ireland, where appropriate","eolas a chur ar an bhfianaise a insíonn dúinn faoi na pobail seo, go háirithe aon fhianaise fúthu atá ar fáil go háitiúil agus in Éirinn más cuí, agus an fhianaise sin a scrúdú go criticiúil"
become familiar with some aspects of the lives of these peoples,eolas a chur ar roinnt gnéithe de shaol na ndaoine seo
record the place of these peoples on appropriate timelines,ionad na bpobal seo a thaifeadadh ar línte ama cuí
"examine critically, and become familiar with, evidence we have which tells us about these people, especially evidence of these people which may be found locally and in Ireland, where appropriate","eolas a chur ar an bhfianaise a insíonn dúinn faoi na pobail seo, go háirithe aon fhianaise fúthu atá ar fáil go háitiúil agus in Éirinn más cuí, agus an fhianaise sin a scrúdú go criticiúil"
become familiar with some aspects of the lives of these peoples,eolas a chur ar roinnt gnéithe de shaol na ndaoine seo
record the place of these peoples on appropriate timelines,ionad na bpobal seo a thaifeadadh ar línte ama cuí
"examine critically, and become familiar with, evidence we have which tells us about these people, especially evidence of these people which may be found locally and in Ireland, where appropriate","eolas a chur ar an bhfianaise a insíonn dúinn faoi na pobail seo, go háirithe aon fhianaise fúthu atá ar fáil go háitiúil agus in Éirinn más cuí, agus an fhianaise sin a scrúdú go criticiúil"
become familiar with some aspects of the lives of these peoples,eolas a chur ar roinnt gnéithe de shaol na ndaoine seo
record the place of these peoples on appropriate timelines,ionad na bpobal seo a thaifeadadh ar línte ama cuí
"examine critically, and become familiar with, evidence we have which tells us about these people, especially evidence of these people which may be found locally and in Ireland, where appropriate","eolas a chur ar an bhfianaise a insíonn dúinn faoi na pobail seo, go háirithe aon fhianaise fúthu atá ar fáil go háitiúil agus in Éirinn más cuí, agus an fhianaise sin a scrúdú go criticiúil"
become familiar with some aspects of the lives of these peoples,eolas a chur ar roinnt gnéithe de shaol na ndaoine seo
record the place of these peoples on appropriate timelines,ionad na bpobal seo a thaifeadadh ar línte ama cuí
"examine critically, and become familiar with, evidence we have which tells us about these people, especially evidence of these people which may be found locally and in Ireland, where appropriate","eolas a chur ar an bhfianaise a insíonn dúinn faoi na pobail seo, go háirithe aon fhianaise fúthu atá ar fáil go háitiúil agus in Éirinn más cuí, agus an fhianaise sin a scrúdú go criticiúil"
become familiar with some aspects of the lives of these peoples,eolas a chur ar roinnt gnéithe de shaol na ndaoine seo
record the place of these peoples on appropriate timelines,ionad na bpobal seo a thaifeadadh ar línte ama cuí
"examine critically, and become familiar with, evidence we have which tells us about these people, especially evidence of these people which may be found locally and in Ireland, where appropriate","eolas a chur ar an bhfianaise a insíonn dúinn faoi na pobail seo, go háirithe aon fhianaise fúthu atá ar fáil go háitiúil agus in Éirinn más cuí, agus an fhianaise sin a scrúdú go criticiúil"
become familiar with some aspects of the lives of these peoples,eolas a chur ar roinnt gnéithe de shaol na ndaoine seo
record the place of these peoples on appropriate timelines,ionad na bpobal seo a thaifeadadh ar línte ama cuí
"examine critically, and become familiar with, evidence we have which tells us about these people, especially evidence of these people which may be found locally and in Ireland, where appropriate","eolas a chur ar an bhfianaise a insíonn dúinn faoi na pobail seo, go háirithe aon fhianaise fúthu atá ar fáil go háitiúil agus in Éirinn más cuí, agus an fhianaise sin a scrúdú go criticiúil"
become familiar with some aspects of the lives of these peoples,eolas a chur ar roinnt gnéithe de shaol na ndaoine seo
"study aspects of social, artistic, technological and scientific developments over long periods","staidéar a dhéanamh ar dhul chun cinn sóisialta, ealaíne, teicneolaíoch agus eolaíoch, thar thréimhsí fada"
refer to or use appropriate timelines,tagairt a dhéanamh do línte ama cuí nó úsáid a bhaint astu
identify the factors which may have caused or prevented change,na tosca arbh fhéidir ba chúis le hathrú nó a chuir bac le hathrú a thaispeáint
identify examples of change and continuity in the ÔÇÿline of developmentÔÇÖ,samplaí d'athrú agus de leanúnachas ar an 'líne fhorbhartha' a thaispeáint
"study aspects of social, artistic, technological and scientific developments over long periods","staidéar a dhéanamh ar dhul chun cinn sóisialta, ealaíne, teicneolaíoch agus eolaíoch, thar thréimhsí fada"
refer to or use appropriate timelines,tagairt a dhéanamh do línte ama cuí nó úsáid a bhaint astu
identify the factors which may have caused or prevented change,na tosca arbh fhéidir ba chúis le hathrú nó a chuir bac le hathrú a thaispeáint
identify examples of change and continuity in the ÔÇÿline of developmentÔÇÖ,samplaí d'athrú agus de leanúnachas ar an 'líne fhorbhartha' a thaispeáint
"study aspects of social, artistic, technological and scientific developments over long periods","staidéar a dhéanamh ar dhul chun cinn sóisialta, ealaíne, teicneolaíoch agus eolaíoch, thar thréimhsí fada"
refer to or use appropriate timelines,tagairt a dhéanamh do línte ama cuí nó úsáid a bhaint astu
identify the factors which may have caused or prevented change,na tosca arbh fhéidir ba chúis le hathrú nó a chuir bac le hathrú a thaispeáint
identify examples of change and continuity in the ÔÇÿline of developmentÔÇÖ,samplaí d'athrú agus de leanúnachas ar an 'líne fhorbhartha' a thaispeáint
"study aspects of social, artistic, technological and scientific developments over long periods","staidéar a dhéanamh ar dhul chun cinn sóisialta, ealaíne, teicneolaíoch agus eolaíoch, thar thréimhsí fada"
refer to or use appropriate timelines,tagairt a dhéanamh do línte ama cuí nó úsáid a bhaint astu
identify the factors which may have caused or prevented change,na tosca arbh fhéidir ba chúis le hathrú nó a chuir bac le hathrú a thaispeáint
identify examples of change and continuity in the ÔÇÿline of developmentÔÇÖ,samplaí d'athrú agus de leanúnachas ar an 'líne fhorbhartha' a thaispeáint
"study aspects of social, artistic, technological and scientific developments over long periods","staidéar a dhéanamh ar dhul chun cinn sóisialta, ealaíne, teicneolaíoch agus eolaíoch, thar thréimhsí fada"
refer to or use appropriate timelines,tagairt a dhéanamh do línte ama cuí nó úsáid a bhaint astu
identify the factors which may have caused or prevented change,na tosca arbh fhéidir ba chúis le hathrú nó a chuir bac le hathrú a thaispeáint
identify examples of change and continuity in the ÔÇÿline of developmentÔÇÖ,samplaí d'athrú agus de leanúnachas ar an 'líne fhorbhartha' a thaispeáint
"study aspects of social, artistic, technological and scientific developments over long periods","staidéar a dhéanamh ar dhul chun cinn sóisialta, ealaíne, teicneolaíoch agus eolaíoch, thar thréimhsí fada"
