english,irish
migration and emigration,imirce agus eisimirce
people at work,na daoine ag obair
relationships of different groups of people to one another (e.g. landlord and tenant in the 19th century),caidreamh grúpaí éagsúla lena chéile (m.sh. tiarna talún agus tionónta sa naoú haois déag)
settlement patterns and urban developments,gréasáin lonnaíochtaí agus forbairtí uirbeacha
"simple treatment of some of the social,economic, political or religious issues of the time (e.g. fear of plague in mediaeval towns, penal laws, decline in use of Irish in the 19th century, life of workers in 19th-century industrial towns)","plé ar cheisteanna áirithe sóisialta, eacnamaíocha, polaitiúla nó reiligiúnda de chuid an ama (m.sh. faitíos roimh an bplá i mbailte móra sa Mheánaois, na Péindlíthe, labhairt na Gaeilge a bheith á tréigean sa naoú haois déag, saol na n- oibrithe sna bail"
technologies which people developed and their influence on the lives of people,teicneolaíochtaí a d'fhorbair na daoine agus an tionchar a bhí acu ar shaol na ndaoine
clothes,éadaí
"culture, art and music","cultúr, ealaín agus ceol"
"faith, beliefs and religious practices",creideamh agus gnásanna diaganta
foods and farming,bia agus feirmeoireacht
homes of people,a n-ionaid chónaithe
language(s) and literature,teanga nó teangacha agus litríocht
leisure and pastimes,fóillíocht agus caitheamh aimsire
long-term contribution of people and events at this time to the development of modern Ireland,an chaoi ar chuir na daoine agus na himeachtaí sin le forbairt Éire na linne seo
migration and emigration,imirce agus eisimirce
people at work,na daoine ag obair
relationships of different groups of people to one another (e.g. landlord and tenant in the 19th century),caidreamh grúpaí éagsúla lena chéile (m.sh. tiarna talún agus tionónta sa naoú haois déag)
settlement patterns and urban developments,gréasáin lonnaíochtaí agus forbairtí uirbeacha
"simple treatment of some of the social,economic, political or religious issues of the time (e.g. fear of plague in mediaeval towns, penal laws, decline in use of Irish in the 19th century, life of workers in 19th-century industrial towns)","plé ar cheisteanna áirithe sóisialta, eacnamaíocha, polaitiúla nó reiligiúnda de chuid an ama (m.sh. faitíos roimh an bplá i mbailte móra sa Mheánaois, na Péindlíthe, labhairt na Gaeilge a bheith á tréigean sa naoú haois déag, saol na n- oibrithe sna bail"
technologies which people developed and their influence on the lives of people,teicneolaíochtaí a d'fhorbair na daoine agus an tionchar a bhí acu ar shaol na ndaoine
clothes,éadaí
"culture, art and music","cultúr, ealaín agus ceol"
"faith, beliefs and religious practices",creideamh agus gnásanna diaganta
foods and farming,bia agus feirmeoireacht
homes of people,a n-ionaid chónaithe
language(s) and literature,teanga nó teangacha agus litríocht
leisure and pastimes,fóillíocht agus caitheamh aimsire
long-term contribution of people and events at this time to the development of modern Ireland,an chaoi ar chuir na daoine agus na himeachtaí sin le forbairt Éire na linne seo
migration and emigration,imirce agus eisimirce
people at work,na daoine ag obair
relationships of different groups of people to one another (e.g. landlord and tenant in the 19th century),caidreamh grúpaí éagsúla lena chéile (m.sh. tiarna talún agus tionónta sa naoú haois déag)
settlement patterns and urban developments,gréasáin lonnaíochtaí agus forbairtí uirbeacha
"simple treatment of some of the social,economic, political or religious issues of the time (e.g. fear of plague in mediaeval towns, penal laws, decline in use of Irish in the 19th century, life of workers in 19th-century industrial towns)","plé ar cheisteanna áirithe sóisialta, eacnamaíocha, polaitiúla nó reiligiúnda de chuid an ama (m.sh. faitíos roimh an bplá i mbailte móra sa Mheánaois, na Péindlíthe, labhairt na Gaeilge a bheith á tréigean sa naoú haois déag, saol na n- oibrithe sna bail"
technologies which people developed and their influence on the lives of people,teicneolaíochtaí a d'fhorbair na daoine agus an tionchar a bhí acu ar shaol na ndaoine
clothes,éadaí
"culture, art and music","cultúr, ealaín agus ceol"
"faith, beliefs and religious practices",creideamh agus gnásanna diaganta
foods and farming,bia agus feirmeoireacht
homes of people,a n-ionaid chónaithe
language(s) and literature,teanga nó teangacha agus litríocht
leisure and pastimes,fóillíocht agus caitheamh aimsire
long-term contribution of people and events at this time to the development of modern Ireland,an chaoi ar chuir na daoine agus na himeachtaí sin le forbairt Éire na linne seo
migration and emigration,imirce agus eisimirce
people at work,na daoine ag obair
relationships of different groups of people to one another (e.g. landlord and tenant in the 19th century),caidreamh grúpaí éagsúla lena chéile (m.sh. tiarna talún agus tionónta sa naoú haois déag)
settlement patterns and urban developments,gréasáin lonnaíochtaí agus forbairtí uirbeacha
"simple treatment of some of the social,economic, political or religious issues of the time (e.g. fear of plague in mediaeval towns, penal laws, decline in use of Irish in the 19th century, life of workers in 19th-century industrial towns)","plé ar cheisteanna áirithe sóisialta, eacnamaíocha, polaitiúla nó reiligiúnda de chuid an ama (m.sh. faitíos roimh an bplá i mbailte móra sa Mheánaois, na Péindlíthe, labhairt na Gaeilge a bheith á tréigean sa naoú haois déag, saol na n- oibrithe sna bail"
technologies which people developed and their influence on the lives of people,teicneolaíochtaí a d'fhorbair na daoine agus an tionchar a bhí acu ar shaol na ndaoine
area of a town or village,achar baile mhóir nó sráidbhaile
battle sites,láithreacha catha
"farmyard, field and farm patterns","clós feirme, gréasáin pháirceanna agus feirmeacha"
"ice house, sweat house","teach oighir, teach allais"
"industrial site (e.g. factories, mills)","láthair thionscail (m.sh. monarchana, muilte)"
"landlord's house, houses of tenants","teach mór, tithe na dtionóntaí"
"local canal, bridges, road patterns, railways","canáil áitiúil, droichid, gréasáin bhóithre, iarnróid"
local rights of way,cearta slí áitiúla
"Mass path, Mass rock, holy well","cosán Aifrinn, carraig Aifrinn, tobar beannaithe"
"prehistoric site (e.g. rath, portal tomb)","láthair réamhstairiúil (m.sh. ráth, tuama ursanach)"
ruined building (e.g. towerhouse),fothraigh (m.sh. túrtheach)
"site of an old monastery, graveyard,","láthair sheanmhainistreach, reilig nó cill"
"streetscape (including building styles and features, street furniture)","sráid-dreach (stíleanna agus gnéithe tógála, troscán sráide)"
appearance of site now and formerly,an chuma atá ar an láthair anois agus an chuma a bhí uirthi roimhe seo
elements which have changed and the reasons for change,gnéithe den láthair atá tar éis athrú agus na cúiseanna leis na hathruithe sin
elements which have remained unchanged,gnéithe nár athraigh
lives of people in this place over time,saol na ndaoine san ionad seo ag amanna éagsúla
maps of site then and now,léarscáileanna den láthair anois agus san am atá thart
origins and location,bunús agus suíomh
purpose of construction,an fáth ar tógadh iad
"feasts and festivals celebrated by various members of the school and local community, including Christian, Muslim, Jewish, Hindu and other celebrations where appropriate","féastaí agus féilte a chomórann baill éagsúla den scoil agus den phobal áitiúil, féilte Críostaí, Moslamacha, Giúdacha, Hiondúcha agus eile san áireamh de réir mar is cuí"
feasts and festivals in ancient times,féastaí agus féilte sa chianaimsir
feasts and festivals of major world religions,féastaí agus féilte na mórchreideamh domhanda
local feasts and festivals,féastaí agus féilte áitiúla
"development of hurling, camogie, Gaelic football","forbairt na hiománaíochta, na camógaíochta, na peile Gaelaí"
games and sports in ancient times,cluichí agus imeachtaí spóirt san am atá thart
"introduction of international sports such as tennis, hockey, soccer, rugby, golf","spóirt idirnáisiúnta mar leadóg, haca, sacar, rugbaí agus galf a theacht isteach"
"board games, card games, street gameshouse visiting and story-telling","cluichí cláir, cluichí cártaí, cluichí sráide, bothántaíocht agus scéalaíocht"
"cinema, radio and television","an phictiúrlann, raidió agus teilifís"
music and dancing,ceol agus damhsa
"decoration, furniture and fittings","maisiú, troscán agus fearas"
"environs (e.g. street, flat complex, estate, garden, fields, trees, woods, play spaces)","timpeallacht (m.sh. sráid, ceap árasán, eastát, gairdín, páirceanna, crainn, coillte, spásanna súgartha)"
"heat, light, sewerage, water supplies","teas, solas, séarachas, soláthar uisce"
"size and layout, construction materials","méid agus leagan amach, ábhair thógála"
changes in land settlement or use,athruithe lonnaíochtaí nó in úsáid na talún
changing farming practices,nósanna feirmeoireachta a d'athraigh
impact of changes in services and sanitation,tionchar athruithe i seirbhísí agus i séarachas
local battle,cath áitiúil
origins of place-names,bunús na logainmneacha
patterns of relationships between towns and their surrounding areas,gréasáin chaidrimh idir bailte móra agus na ceantair thart orthu
"significant events in the economic life of the area, such as the founding of factories, mills, or co-operatives","imeachtaí tábhachtacha i saol eacnamaíoch an cheantair, mar bhunú monarchan, muilinn, nó comharchumainn"
curriculum content and school equipment,ábhar curaclaim agus trealamh scoile
national school system,córas na scoileanna náisiúnta
work of religious orders,obair na n-ord rialta
bardic schools,scoileanna filíochta
modern schools,scoileanna nua-aimseartha eile
payschools (hedge schools) of 18th and 19th centuries,scoileanna táille (scoileanna scairte) san ochtú nó sa naoú haois déag
schools in the penal era of the early 18th century,scoileanna in aimsir na bPéindlíthe i dtús na hochtú haoise déag
"letters, bills, receipts, diaries","litreacha, billí, admhálacha, dialanna"
local newspaper reports (of school opening or extensions),"tuairiscí sna nuachtáin áitiúla (faoi scoil, nó méadú uirthi, a bheith á hoscailt)"
official printed reports (especially 19th century government reports on education in Ireland),tuairiscí clóbhuailte oifigiúla (go háirithe tuairiscí rialtais ón naoú haois déag ar staid an oideachais in Éirinn)
oral history from former pupils and staff,seanchas iardhaltaí agus ball den fhoireann
parish records (these can have valuable references to schools),taifid an pharóiste (d'fhéadfadh tagairtí luachmhara do scoileanna a bheith iontu seo)
"records in school (e.g. rollbooks, punishment books, inspectors' reports)","taifid scoile (m.sh. leabhair rollaí, leabhair phionóis, tuairiscí cigirí)"
school photographs,grianghraif scoile
area of a town or village,achar baile mhóir nó sráidbhaile
battle sites,láithreacha catha
"farmyard, field and farm patterns","clós feirme, gréasáin pháirceanna agus feirmeacha"
"ice house, sweat house","teach oighir, teach allais"
"industrial site (e.g. factories, mills)","láthair thionscail (m.sh. monarchana, muilte)"
"landlord's house, houses of tenants","teach mór, tithe na dtionóntaí"
"local canal, bridges, road patterns, railways","canáil áitiúil, droichid, gréasáin bhóithre, iarnróid"
local rights of way,cearta slí áitiúla
"Mass path, Mass rock, holy well","cosán Aifrinn, carraig Aifrinn, tobar beannaithe"
"prehistoric site (e.g. rath, portal tomb)","láthair réamhstairiúil (m.sh. ráth, tuama ursanach)"
ruined building (e.g. towerhouse),fothraigh (m.sh. túrtheach)
"site of an old monastery, graveyard,","láthair sheanmhainistreach, reilig nó cill"
"streetscape (including building styles and features, street furniture)","sráid-dreach (stíleanna agus gnéithe tógála, troscán sráide)"
appearance of site now and formerly,an chuma atá ar an láthair anois agus an chuma a bhí uirthi roimhe seo
elements which have changed and the reasons for change,gnéithe den láthair atá tar éis athrú agus na cúiseanna leis na hathruithe sin
elements which have remained unchanged,gnéithe nár athraigh
lives of people in this place over time,saol na ndaoine san ionad seo ag amanna éagsúla
maps of site then and now,léarscáileanna den láthair anois agus san am atá thart
origins and location,bunús agus suíomh
purpose of construction,an fáth ar tógadh iad
"feasts and festivals celebrated by various members of the school and local community, including Christian, Muslim, Jewish, Hindu and other celebrations where appropriate","féastaí agus féilte a chomórann baill éagsúla den scoil agus den phobal áitiúil, féilte Críostaí, Moslamacha, Giúdacha, Hiondúcha agus eile san áireamh de réir mar is cuí"
feasts and festivals in ancient times,féastaí agus féilte sa chianaimsir
feasts and festivals of major world religions,féastaí agus féilte na mórchreideamh domhanda
local feasts and festivals,féastaí agus féilte áitiúla
"development of hurling, camogie, Gaelic football","forbairt na hiománaíochta, na camógaíochta, na peile Gaelaí"
games and sports in ancient times,cluichí agus imeachtaí spóirt san am atá thart
"introduction of international sports such as tennis, hockey, soccer, rugby, golf","spóirt idirnáisiúnta mar leadóg, haca, sacar, rugbaí agus galf a theacht isteach"
"board games, card games, street gameshouse visiting and story-telling","cluichí cláir, cluichí cártaí, cluichí sráide, bothántaíocht agus scéalaíocht"
"cinema, radio and television","an phictiúrlann, raidió agus teilifís"
music and dancing,ceol agus damhsa
"decoration, furniture and fittings","maisiú, troscán agus fearas"
"environs (e.g. street, flat complex, estate, garden, fields, trees, woods, play spaces)","timpeallacht (m.sh. sráid, ceap árasán, eastát, gairdín, páirceanna, crainn, coillte, spásanna súgartha)"
"heat, light, sewerage, water supplies","teas, solas, séarachas, soláthar uisce"
"size and layout, construction materials","méid agus leagan amach, ábhair thógála"
changes in land settlement or use,athruithe lonnaíochtaí nó in úsáid na talún
changing farming practices,nósanna feirmeoireachta a d'athraigh
impact of changes in services and sanitation,tionchar athruithe i seirbhísí agus i séarachas
local battle,cath áitiúil
origins of place-names,bunús na logainmneacha
patterns of relationships between towns and their surrounding areas,gréasáin chaidrimh idir bailte móra agus na ceantair thart orthu
"significant events in the economic life of the area, such as the founding of factories, mills, or co-operatives","imeachtaí tábhachtacha i saol eacnamaíoch an cheantair, mar bhunú monarchan, muilinn, nó comharchumainn"
curriculum content and school equipment,ábhar curaclaim agus trealamh scoile
national school system,córas na scoileanna náisiúnta
work of religious orders,obair na n-ord rialta
bardic schools,scoileanna filíochta
modern schools,scoileanna nua-aimseartha eile
payschools (hedge schools) of 18th and 19th centuries,scoileanna táille (scoileanna scairte) san ochtú nó sa naoú haois déag
schools in the penal era of the early 18th century,scoileanna in aimsir na bPéindlíthe i dtús na hochtú haoise déag
"letters, bills, receipts, diaries","litreacha, billí, admhálacha, dialanna"
local newspaper reports (of school opening or extensions),"tuairiscí sna nuachtáin áitiúla (faoi scoil, nó méadú uirthi, a bheith á hoscailt)"
official printed reports (especially 19th century government reports on education in Ireland),tuairiscí clóbhuailte oifigiúla (go háirithe tuairiscí rialtais ón naoú haois déag ar staid an oideachais in Éirinn)
oral history from former pupils and staff,seanchas iardhaltaí agus ball den fhoireann
parish records (these can have valuable references to schools),taifid an pharóiste (d'fhéadfadh tagairtí luachmhara do scoileanna a bheith iontu seo)
"records in school (e.g. rollbooks, punishment books, inspectors' reports)","taifid scoile (m.sh. leabhair rollaí, leabhair phionóis, tuairiscí cigirí)"
school photographs,grianghraif scoile
"appreciate that the notion of tolerance developed over time, that the notion of equality of treatment of people had to evolve over time",an tuiscint gur thar thréimhse ama a tháinig coincheap na caoinfhulaingthe chun cinn agus gur thar thréimhse ama a thiocfadh an coincheap chun cinn nach mór caitheamh le daoine ar bhonn cothroime
"appreciate that the notion of tolerance developed over time, that the notion of equality of treatment of people had to evolve over time",an tuiscint gur thar thréimhse ama a tháinig coincheap na caoinfhulaingthe chun cinn agus gur thar thréimhse ama a thiocfadh an coincheap chun cinn nach mór caitheamh le daoine ar bhonn cothroime
"appreciate that the notion of tolerance developed over time, that the notion of equality of treatment of people had to evolve over time",an tuiscint gur thar thréimhse ama a tháinig coincheap na caoinfhulaingthe chun cinn agus gur thar thréimhse ama a thiocfadh an coincheap chun cinn nach mór caitheamh le daoine ar bhonn cothroime
"appreciate that the notion of tolerance developed over time, that the notion of equality of treatment of people had to evolve over time",an tuiscint gur thar thréimhse ama a tháinig coincheap na caoinfhulaingthe chun cinn agus gur thar thréimhse ama a thiocfadh an coincheap chun cinn nach mór caitheamh le daoine ar bhonn cothroime
"appreciate that the notion of tolerance developed over time, that the notion of equality of treatment of people had to evolve over time",an tuiscint gur thar thréimhse ama a tháinig coincheap na caoinfhulaingthe chun cinn agus gur thar thréimhse ama a thiocfadh an coincheap chun cinn nach mór caitheamh le daoine ar bhonn cothroime
"appreciate that the notion of tolerance developed over time, that the notion of equality of treatment of people had to evolve over time",an tuiscint gur thar thréimhse ama a tháinig coincheap na caoinfhulaingthe chun cinn agus gur thar thréimhse ama a thiocfadh an coincheap chun cinn nach mór caitheamh le daoine ar bhonn cothroime
"appreciate that the notion of tolerance developed over time, that the notion of equality of treatment of people had to evolve over time",an tuiscint gur thar thréimhse ama a tháinig coincheap na caoinfhulaingthe chun cinn agus gur thar thréimhse ama a thiocfadh an coincheap chun cinn nach mór caitheamh le daoine ar bhonn cothroime
"appreciate that the notion of tolerance developed over time, that the notion of equality of treatment of people had to evolve over time",an tuiscint gur thar thréimhse ama a tháinig coincheap na caoinfhulaingthe chun cinn agus gur thar thréimhse ama a thiocfadh an coincheap chun cinn nach mór caitheamh le daoine ar bhonn cothroime
"appreciate that the notion of tolerance developed over time, that the notion of equality of treatment of people had to evolve over time",an tuiscint gur thar thréimhse ama a tháinig coincheap na caoinfhulaingthe chun cinn agus gur thar thréimhse ama a thiocfadh an coincheap chun cinn nach mór caitheamh le daoine ar bhonn cothroime
"appreciate that the notion of tolerance developed over time, that the notion of equality of treatment of people had to evolve over time",an tuiscint gur thar thréimhse ama a tháinig coincheap na caoinfhulaingthe chun cinn agus gur thar thréimhse ama a thiocfadh an coincheap chun cinn nach mór caitheamh le daoine ar bhonn cothroime
"appreciate that the notion of tolerance developed over time, that the notion of equality of treatment of people had to evolve over time",an tuiscint gur thar thréimhse ama a tháinig coincheap na caoinfhulaingthe chun cinn agus gur thar thréimhse ama a thiocfadh an coincheap chun cinn nach mór caitheamh le daoine ar bhonn cothroime
"appreciate that the notion of tolerance developed over time, that the notion of equality of treatment of people had to evolve over time",an tuiscint gur thar thréimhse ama a tháinig coincheap na caoinfhulaingthe chun cinn agus gur thar thréimhse ama a thiocfadh an coincheap chun cinn nach mór caitheamh le daoine ar bhonn cothroime
"exaggeration, repetition, fantasy, caricature","áibhéil, athrá, fantaisíocht, scigphictiúr"
"exaggeration, repetition, fantasy, caricature","áibhéil, athrá, fantaisíocht, scigphictiúr"
appreciate the need to protect environments for present and future inhabitants,an riachtanas imshaoil a chaomhnú do dhaoine an lae inniu agus do dhaoine na todhchaí a léirthuiscint
become familiar with concept of sustainable development,éirí eolach ar choincheap na forbartha inbhuanaithe
explore concept of custodianship and its implications,coincheap na hiontaobhaíochta agus a himpleachtaí a iniúchadh
alterations to a building,athruithe á gcur ar fhoirgneamh
an incident of pollution,teagmhas inar tharla truailliú
an issue such as,saincheist mar:
appreciate the roles and different views of people involved,rólanna agus tuairimí difriúla na ndaoine atá gafa leis an saincheist a léirthuiscint
become aware of the need to use energy wisely in school and at home,feasacht a fhorbairt ar an ngá le fuinneamh a úsáid go stuama
changes in farming practices,athruithe ar chleachtais feirmeoireachta
compost waste in the school garden,múirín a dhéanamh de dhramhaíl i ngairdín na scoile
"construction of a new building, factory or road","foirgneamh, monarcha nó bóthar nua á thógáil"
"deforestation, desertification","díchoilltiú, fairsingiú fásach"
global warming,téamh domhanda
identify and use ways to assess or measure the extent of the problem,bealaí chun méid na faidhbe a mheasúnú nó a thomhas a aithint agus a úsáid
investigate the causes of the issue or problem,cúiseanna na saincheiste nó na faidhbe a imscrúdú
"organise collection of paper, aluminium cans or other materials for recycling","bailiú páipéir, cannaí alúmanaim agus ábhar eile le haghaidh athchúrsála a eagrú"
ozone depletion,ídiú chiseal an ózóin
participate in the resolution of the issue if possible,bheith páirteach i réiteach na saincheiste más féidir
suggest possible actions and consider the effect of these on people and the environment,bealaí réitigh a bheadh indéanta a mholadh agus a dtionchar ar dhaoine agus ar an imshaol a mheá
suggestions for environmental enhancement,moltaí chun feabhas a chur ar an imshaol
traffic congestion and road safety,plódú tráchta agus sábháilteacht bóthair
"ecosystem of tree, hedgerow, stream","éiceachóras crainn, fáil sceach, srutháin"
"in Ireland boglands, mountains, Burren, rivers","in Éirinn, portaigh, sléibhte, Boireann, aibhneacha"
in locality,sa gharthimpeallacht
in other areas,i gceantair eile
"rainforest, grasslands, desert, tundra","foraois bháistí, tailte féaraigh, fásach, tundra"
"mining, fishing, forestry, agriculture","mianadóireacht, foraoiseacht, iascaireacht, talmhaíocht"
processing raw materials in manufacturing,amhábhair á bpróiseáil i ndéantúsaíocht
using the environment for leisure activities,an timpeallacht á húsáid le haghaidh fóillíochta
"using wind, water, fossil fuels or nuclear energy to generate power","gaoth, uisce, breosla iontaiseach nó fuinneamh eithneach á n-úsáid chun cumhacht a ghiniúint"
buildings and elements of the human environment which use natural and other materials in an attractive way and are in keeping with the scale of immediate surroundings,foirgnimh agus gnéithe den imshaol daonna ina mbaintear feidhm as ábhair aiceanta agus as ábhair eile ar mhodh taitneamhach agus atá ag teacht le scála na garchomharsanachta
activities which affect the quality of air or water,gníomhaíochtaí a théann i bhfeidhm ar cháilíocht aeir nó uisce
changes to buildings or streetscapes in towns,athruithe ar fhoirgnimh agus ar shráiddreach i mbailte móra
deforestation or desertification,díchoilltiú nó fairsingiú fásaigh
enhancement of the beauty of built environments,cur le háilleacht imshaol foirgnithe
excess waste or non-biodegradable waste,farasbarr dramhaíle nó dramhaíl nach bhfuil bith-indíghrádaithe
protection of flora and fauna,plandaí agus fána á gcosaint
recycling and reuse of materials,athchúrsáil agus athúsáid ábhar
appreciate the need to protect environments for present and future inhabitants,an riachtanas imshaoil a chaomhnú do dhaoine an lae inniu agus do dhaoine na todhchaí a léirthuiscint
become familiar with concept of sustainable development,éirí eolach ar choincheap na forbartha inbhuanaithe
explore concept of custodianship and its implications,coincheap na hiontaobhaíochta agus a himpleachtaí a iniúchadh
alterations to a building,athruithe á gcur ar fhoirgneamh
an incident of pollution,teagmhas inar tharla truailliú
an issue such as,saincheist mar:
appreciate the roles and different views of people involved,rólanna agus tuairimí difriúla na ndaoine atá gafa leis an saincheist a léirthuiscint
become aware of the need to use energy wisely in school and at home,feasacht a fhorbairt ar an ngá le fuinneamh a úsáid go stuama
changes in farming practices,athruithe ar chleachtais feirmeoireachta
compost waste in the school garden,múirín a dhéanamh de dhramhaíl i ngairdín na scoile
"construction of a new building, factory or road","foirgneamh, monarcha nó bóthar nua á thógáil"
"deforestation, desertification","díchoilltiú, fairsingiú fásach"
global warming,téamh domhanda
identify and use ways to assess or measure the extent of the problem,bealaí chun méid na faidhbe a mheasúnú nó a thomhas a aithint agus a úsáid
investigate the causes of the issue or problem,cúiseanna na saincheiste nó na faidhbe a imscrúdú
"organise collection of paper, aluminium cans or other materials for recycling","bailiú páipéir, cannaí alúmanaim agus ábhar eile le haghaidh athchúrsála a eagrú"
ozone depletion,ídiú chiseal an ózóin
participate in the resolution of the issue if possible,bheith páirteach i réiteach na saincheiste más féidir
suggest possible actions and consider the effect of these on people and the environment,bealaí réitigh a bheadh indéanta a mholadh agus a dtionchar ar dhaoine agus ar an imshaol a mheá
suggestions for environmental enhancement,moltaí chun feabhas a chur ar an imshaol
traffic congestion and road safety,plódú tráchta agus sábháilteacht bóthair
"ecosystem of tree, hedgerow, stream","éiceachóras crainn, fáil sceach, srutháin"
"in Ireland boglands, mountains, Burren, rivers","in Éirinn, portaigh, sléibhte, Boireann, aibhneacha"
in locality,sa gharthimpeallacht
in other areas,i gceantair eile
"rainforest, grasslands, desert, tundra","foraois bháistí, tailte féaraigh, fásach, tundra"
"mining, fishing, forestry, agriculture","mianadóireacht, foraoiseacht, iascaireacht, talmhaíocht"
processing raw materials in manufacturing,amhábhair á bpróiseáil i ndéantúsaíocht
using the environment for leisure activities,an timpeallacht á húsáid le haghaidh fóillíochta
"using wind, water, fossil fuels or nuclear energy to generate power","gaoth, uisce, breosla iontaiseach nó fuinneamh eithneach á n-úsáid chun cumhacht a ghiniúint"
buildings and elements of the human environment which use natural and other materials in an attractive way and are in keeping with the scale of immediate surroundings,foirgnimh agus gnéithe den imshaol daonna ina mbaintear feidhm as ábhair aiceanta agus as ábhair eile ar mhodh taitneamhach agus atá ag teacht le scála na garchomharsanachta
activities which affect the quality of air or water,gníomhaíochtaí a théann i bhfeidhm ar cháilíocht aeir nó uisce
changes to buildings or streetscapes in towns,athruithe ar fhoirgnimh agus ar shráiddreach i mbailte móra
deforestation or desertification,díchoilltiú nó fairsingiú fásaigh
enhancement of the beauty of built environments,cur le háilleacht imshaol foirgnithe
excess waste or non-biodegradable waste,farasbarr dramhaíle nó dramhaíl nach bhfuil bith-indíghrádaithe
protection of flora and fauna,plandaí agus fána á gcosaint
recycling and reuse of materials,athchúrsáil agus athúsáid ábhar
"art and culture, customs and traditions","ealaín agus cultúr, nósanna agus traidisiúin"
clothes,éadaí
homes and settlements,bailte agus lonnaíochtaí
interrelationships of the lives of people and these features,an chomhghaolmhaireacht idir saol na ndaoine agus na gnéithe seo
language(s),teanga(cha)
location of these areas,suíomh na gceantar seo
major cities (e.g. cities in European or other countries),mórchathracha (m.sh. cathracha i dtíortha Eorpacha agus i dtíortha eile)
peoples and communities that live there,na daoine agus na pobail a chónaíonn iontu
"play and pastimes, leisure interests","súgradh, imeachtaí fóillíochta agus caitheamh aimsire"
population growth or decline,fás nó meath faoin daonra
settled and nomadic lifestyles,nósanna socraithe agus nósanna fánaíochta maireachtála
shanty towns,bailte seantán
similarities and differences between these places and Ireland,cosúlachtaí agus éagsúlachtaí idir na háiteanna seo agus Éire
some major features of the natural environment,roinnt príomhghnéithe den imshaol nádúrtha
"trade, historic and other links these peoples have with Ireland","ceangail tráchtála, staire agus eile atá ag na daoine seo le hÉirinn"
transport and communications,iompar agus cumarsáid
"work and work-places (e.g. farming or other primary producers, industry, services, tourism)","obair agus ionaid oibre (m.sh. feirmeoireacht agus buntáirgeoirí eile, tionscal, seirbhísí, turasóireacht)"
changes to natural environments and their causes,athruithe ar imshaoil nádúrtha agus na cúiseanna leo sin
"interrelationship of these features and the lives and work of people (e.g. lakes used as tourism attraction, river supplying power, mountains influencing farming)","an comhghaol atá ag na gnéithe seo le saol agus le hobair na ndaoine (m.sh. lochanna á n-úsáid chun turasóirí a mhealladh, aibhneacha ag soláthar uisce, sléibhte ag dul i gcion ar fheirmeoireacht)"
"major natural features, flora and fauna","príomhghnéithe nádúrtha, plandaí agus fána"
"a service or services available in the area (e.g. postal service, banking, local authority, library services, health services, retailing, power and energy supply)","seirbhís nó seirbhísí atá ar fáil sa cheantar (m.sh. seirbhísí poist, baincéireacht,údarás áitiúil, seirbhísí leabharlann,seirbhísí sláinte, miondíol, soláthar fuinnimh)"
"awareness of different types of farming (e.g. tillage, livestock, dairy or mixed farming, horticulture, fish farming, organic farming)","feasacht ar shaghsanna difriúla feirmeoireachta (m.sh. curaíocht, beostoc,déiríocht nó feirmeoireacht mheasctha,gairneoireacht, feirmeoireacht éisc, feirmeoireacht orgánach)"
benefits and disadvantages of tourism,sochair agus míbhuntáistí na turasóireachta
benefits and possible disadvantages for people and the environment in the area,"buntáistí, agus míbhuntáistí b'fhéidir, do dhaoine agus don imshaol sa cheantar"
"caring for facilities, ideas for improving facilities","cúram á dhéanamh d'áiseanna, moltaí d'fhonn áiseanna a fheabhsú"
"changes in Irish agriculture (e.g.mechanisation, new technologies, environmental issues, markets, land use)","athruithe i gcúrsaí talmhaíochta in Éirinn (m.sh. meicniú, teicneolaíocht nua,saincheisteanna imshaoil, margaí, úsáid na talún)"
"changing patterns of industry (e.g. closure of older factories, growth of new industry)","patrúin mhalartacha tionscail (m.sh. seanmhonarchana á ndúnadh, tionscail nua ag fás)"
development of fishing industry,forbairt thionscal na hiascaireachta
effect of forests on landscape and the environment,tionchar foraoiseacha ar an tírdhreach agus ar an imshaol
"factors and activities affecting the life of farmers and farm families in Ireland (e.g. farm tourism and diversification, influence of EU)","tosca agus gníomhaíochtaí a théann i gcion ar shaol feirmeoirí agus ar shaol teaghlach feirme in Éirinn (m.sh.turasóireacht feirme agus éagsúlú, tioncharan Aontais Eorpaigh)"
fishing and the environment,iascaireacht agus an t-imshaol
Fishing:,Iascaireacht
Food and farming:,Bia agus feirmeoireacht
forestry and industry,foraoiseacht agus tionscal
Forestry:,Foraoiseacht
importance of local enterprise,tábhacht treallúis áitiúil
importance of service to the lives of people,tábhacht na seirbhíse i saol na ndaoine
Industry:,Tionscal
influence of soils and other factors on farming,tionchar ithreacha agus tosca eile ar fheirmeoireacht
infrastructure,an bonneagar
"investigate location, buildings and layout of a local farm","suíomh, foirgnimh agus leagan amach feirme áitiúla a imscrúdú"
"local interests, pastimes and customs","achair spéise, caitheamh aimsire agus nósanna áitiúla"
location factors for forests,tosca a bhaineann le suíomh foraoiseacha
"location of fishing areas, types of fish caught","suíomh na gceantar iascaireachta, na cineálacha iasc a mharaítear"
people and work involved in associated activities,na daoine agus an obair atá i gceist i ngníomhaíochtaí gaolmhara
"promotion of tourism, leisure and recreation industry in Ireland and abroad","turasóireacht, fóillíocht agus caitheamh aimsire á gcothú mar thionscal in Éirinn agus thar lear"
